icao,lat,lon,name,country,type,tz
EBSL,50.94935,5.59355,Zutendaal Air Base,BE,s,Europe/Brussels
EBSM,51.26828,4.17545,Verrebroek Private Airstrip,BE,s,Europe/Brussels
EBSP,50.48201,5.91343,Spa-La Sauvenière Airfield,BE,s,Europe/Brussels
EBSS,51.18391,3.24999,Sint-Lucas General Hospital Heliport,BE,h,Europe/Brussels
EBST,50.79077,5.19958,Sint-Truiden / Brustem Airfield,BE,s,Europe/Brussels
EBSU,50.03440,5.44081,Saint Hubert Air Base,BE,s,Europe/Brussels
EBSW,50.76385,4.21878,Sint-Pieters-Leeuw Heliport,BE,h,Europe/Brussels
EBTK,51.28370,4.91207,Kasterlee Heliport,BE,h,Europe/Brussels
EBTN,50.78170,4.95778,Goetsenhoven Airfield,BE,s,Europe/Brussels
EBTX,50.55110,5.85400,Theux (Verviers) Airfield,BE,s,Europe/Brussels
EBTY,50.53164,3.49619,Maubray Airfield,BE,s,Europe/Brussels
EBUC,50.85306,4.45356,UCLouvain / Saint-Luc University Clinics Heliport,BE,h,Europe/Brussels
EBUL,51.14420,3.47556,Ursel Air Base,BE,s,Europe/Brussels
EBVE,51.02264,2.68037,Veurne Heliport,BE,h,Europe/Brussels
EBVN,51.30649,4.80662,Vlimmeren Heliport,BE,h,Europe/Brussels
EBVS,51.06230,2.66922,Sint-Augustinus Heliport,BE,h,Europe/Brussels
EBVU,50.93926,4.73057,Rotselaar Heliport,BE,h,Europe/Brussels
EBWA,51.12268,4.12780,Waasmunster Heliport,BE,h,Europe/Brussels
EBWE,51.39480,4.96019,Weelde Air Base,BE,s,Europe/Brussels
EBWI,51.06441,3.25919,Wingene Heliport,BE,h,Europe/Brussels
EBWZ,51.05203,3.23895,Wingene/Zwevezele Heliport,BE,h,Europe/Brussels
EBYC,51.05774,4.09753,Grembergen Heliport,BE,h,Europe/Brussels
EBYP,50.86349,2.89670,Jan Yperman Regional Hospital Heliport,BE,h,Europe/Brussels
EBZH,50.97037,5.37533,Kiewit Airfield Hasselt,BE,s,Europe/Brussels
EBZI,50.92639,3.61722,Zingem heliport,BE,h,Europe/Brussels
EBZO,50.81725,2.97457,Zandvoorde Heliport,BE,h,Europe/Brussels
EBZR,51.26909,4.76243,Oostmalle Airfield,BE,s,Europe/Brussels
EBZU,51.25555,3.13986,Zuienkerke Sport Aviation Airfield,BE,s,Europe/Brussels
EBZW,51.01540,5.52647,Genk Zwartberg Airfield,BE,s,Europe/Brussels
EDAB,51.19361,14.51972,Bautzen Airfield,DE,s,Europe/Berlin
EDAC,50.98195,12.50639,Leipzig–Altenburg Airport,DE,m,Europe/Berlin
EDAD,51.83180,12.18401,Dessau Airfield,DE,s,Europe/Berlin
EDAE,52.19720,14.58570,Eisenhüttenstadt Airfield,DE,s,Europe/Berlin
EDAG,50.64417,13.12639,Großrückerswalde Airfield,DE,s,Europe/Berlin
EDAH,53.87870,14.15230,Heringsdorf Airport,DE,m,Europe/Warsaw
EDAI,52.82667,12.54194,Sonderlandeplatz Segeletz,DE,s,Europe/Berlin
EDAJ,50.88167,12.13583,Gera-Leumnitz Airfield,DE,s,Europe/Berlin
EDAK,51.30806,13.55556,Großenhain Airfield,DE,s,Europe/Berlin
EDAM,51.36256,11.94113,Merseburg Airfield,DE,s,Europe/Berlin
EDAN,53.36244,11.61376,Neustadt-Glewe Airfield,DE,s,Europe/Berlin
EDAO,51.49347,10.83756,Nordhausen Airfield,DE,s,Europe/Berlin
EDAP,51.68472,14.42306,Cottbus-Neuhausen Airfield,DE,s,Europe/Berlin
EDAQ,51.55222,12.05389,Halle-Oppin Airfield,DE,s,Europe/Berlin
EDAR,50.97960,13.90845,Pirna-Pratzschwitz Airfield,DE,s,Europe/Berlin
EDAS,51.63464,13.67505,Finsterwalde-Heinrichsruh Airfield,DE,s,Europe/Berlin
EDAT,51.45111,14.19944,Nardt Airfield,DE,s,Europe/Berlin
EDAU,51.29361,13.35611,Riesa-Göhlis Airport,DE,s,Europe/Berlin
EDAV,52.82631,13.70132,Eberswalde-Finow Airfield,DE,s,Europe/Berlin
EDAW,51.57778,12.49444,Roitzschjora Airfield,DE,s,Europe/Berlin
EDAX,53.30639,12.75222,Müritz Airpark,DE,s,Europe/Berlin
EDAY,52.58055,13.91667,Strausberg Airfield,DE,s,Europe/Berlin
EDAZ,52.20463,13.15953,Schönhagen Airfield,DE,s,Europe/Berlin
EDBA,50.84187,11.06993,Arnstadt-Alkersleben Airfield,DE,s,Europe/Berlin
EDBC,51.85640,11.42030,Cochstedt Airport,DE,s,Europe/Berlin
EDBE,52.43750,12.59000,Brandenburg-Mühlenfeld Airfield,DE,s,Europe/Berlin
EDBF,52.79349,12.76032,Fehrbellin Airfield,DE,s,Europe/Berlin
EDBG,52.24177,11.85619,Burg Airfield,DE,s,Europe/Berlin
EDBH,54.33825,12.71051,Stralsund-Barth Airport,DE,s,Europe/Berlin
EDBI,50.70167,12.45389,Zwickau Airfield,DE,s,Europe/Berlin
EDBJ,50.91535,11.71420,Jena-Schöngleina Airfield,DE,s,Europe/Berlin
EDBK,52.91889,12.42528,Kyritz Airfield,DE,s,Europe/Berlin
EDBL,51.24583,11.69333,Laucha Airfield,DE,s,Europe/Berlin
EDBM,52.07361,11.62639,Magdeburg City Airfield,DE,s,Europe/Berlin
EDBN,53.60220,13.30600,Neubrandenburg Trollenhagen Airport,DE,m,Europe/Berlin
EDBO,51.89973,13.05281,Oehna Airfield,DE,s,Europe/Berlin
EDBP,53.61528,11.56111,Pinnow Airfield,DE,s,Europe/Berlin
EDBQ,51.67207,13.96010,Bronkow Airfield,DE,s,Europe/Berlin
EDBR,51.36333,14.95000,Rothenburg/Görlitz Airfield,DE,m,Europe/Berlin
EDBS,51.19841,11.19176,Sömmerda-Dermsdorf Airfield,DE,s,Europe/Berlin
EDBT,51.38055,11.44667,Allstedt Airfield,DE,s,Europe/Berlin
EDBU,53.18002,12.18455,Pritzwalk-Sommersberg Airfield,DE,s,Europe/Berlin
EDBV,54.33584,13.04333,Stralsund Airfield,DE,s,Europe/Berlin
EDBW,52.63167,13.76694,Werneuchen Airfield,DE,s,Europe/Berlin
EDBX,51.15889,14.95028,Görlitz Airfield,DE,s,Europe/Berlin
EDBY,53.97276,13.34338,Schmoldow Airfield,DE,s,Europe/Berlin
EDBZ,51.49193,13.87937,Schwarzheide/Schipkau Airfield,DE,s,Europe/Berlin
EDCA,53.83280,13.66861,Anklam Otto Lilienthal Airfield,DE,s,Europe/Berlin
EDCB,51.74583,11.22972,Ballenstedt Airfield,DE,s,Europe/Berlin
EDCE,52.48279,14.09074,Müncheberg-Eggersdorf Airfield,DE,s,Europe/Berlin
EDCG,54.38347,13.32554,Rügen Airport,DE,s,Europe/Berlin
EDCH,51.04341,12.23189,Sprossen (Zeitz) Airfield,DE,s,Europe/Berlin
EDCI,51.27182,14.50571,Klix Airfield,DE,s,Europe/Berlin
EDCJ,50.74750,12.83750,Chemnitz/Jahnsdorf Airfield,DE,s,Europe/Berlin
EDCK,51.72375,11.94883,Köthen Airport,DE,s,Europe/Berlin
EDCL,52.70944,12.07333,Klietz-Scharlibbe Airfield,DE,s,Europe/Berlin
EDCM,51.29694,14.12750,Kamenz Airfield,DE,s,Europe/Berlin
EDCO,51.26778,10.63472,Obermehler-Schlotheim Airfield,DE,s,Europe/Berlin
EDCP,54.15778,13.77444,Peenemünde Airport,DE,s,Europe/Berlin
EDCQ,51.76694,11.49833,Aschersleben Airfield,DE,s,Europe/Berlin
EDCR,54.08194,11.64917,Rerik-Zweedorf Airfield,DE,s,Europe/Berlin
EDCS,52.30833,13.10056,Saarmund Airfield,DE,s,Europe/Berlin
EDCT,51.39500,12.53694,Taucha Airfield,DE,s,Europe/Berlin
EDCU,53.80528,12.23056,Güstrow Airfield,DE,s,Europe/Berlin
EDCV,53.50528,13.94833,Pasewalk Airfield,DE,s,Europe/Berlin
EDCW,53.91444,11.49944,Wismar Airfield,DE,s,Europe/Berlin
EDCX,54.16167,12.24861,Purkshof Airfield,DE,s,Europe/Berlin
EDCY,51.57556,14.13694,Spremberg-Welzow Airfield,DE,s,Europe/Berlin
EDDB,52.36174,13.50234,Berlin Brandenburg Airport,DE,l,Europe/Berlin
EDDC,51.13412,13.76783,Dresden Airport,DE,l,Europe/Berlin
EDDE,50.97828,10.96071,Erfurt-Weimar Airport,DE,l,Europe/Berlin
EDDF,50.02671,8.55835,Frankfurt Main Airport,DE,l,Europe/Berlin
EDDG,52.13382,7.68848,Münster Osnabrück Airport,DE,l,Europe/Berlin
EDDH,53.63040,9.98823,Hamburg Helmut Schmidt Airport,DE,l,Europe/Berlin
EDDK,50.86590,7.14274,Cologne Bonn Airport,DE,l,Europe/Berlin
EDDL,51.28950,6.76678,Düsseldorf Airport,DE,l,Europe/Berlin
EDDM,48.35380,11.78610,Munich Airport,DE,l,Europe/Berlin
EDDN,49.49870,11.07806,Nuremberg Airport,DE,l,Europe/Berlin
EDDP,51.42066,12.23270,Leipzig/Halle Airport,DE,l,Europe/Berlin
EDDR,49.21455,7.10973,Saarbrücken Airport,DE,m,Europe/Berlin
EDDS,48.68990,9.22196,Stuttgart Airport,DE,l,Europe/Berlin
EDDV,52.46110,9.68508,Hannover Airport,DE,l,Europe/Berlin
EDDW,53.04679,8.78932,Bremen Airport,DE,l,Europe/Berlin
EDEB,51.12917,10.62222,Bad Langensalza Airfield,DE,s,Europe/Berlin
EDEG,50.97000,10.72778,Gotha-Ost Airfield,DE,s,Europe/Berlin
EDEH,49.34500,8.48778,Herrenteich Airfield,DE,s,Europe/Berlin
EDEL,49.90833,7.90778,Langenlonsheim Airfield,DE,s,Europe/Berlin
EDEM,51.06275,9.42201,Mosenberg Airfeld,DE,s,Europe/Berlin
EDEN,50.84405,9.70722,Bad Hersfeld Airfield,DE,s,Europe/Berlin
EDEP,49.62194,8.62444,Heppenheim Glider Field,DE,s,Europe/Berlin
EDEQ,51.21305,10.54861,Mühlhausen Airfield,DE,s,Europe/Berlin
EDER,50.49881,9.95417,Wasserkuppe Airfield,DE,s,Europe/Berlin
EDEW,49.58167,9.40222,Walldürn Airfield,DE,s,Europe/Berlin
EDFA,50.28833,8.53389,Anspach-Taunus Airfield,DE,s,Europe/Berlin
EDFB,50.33797,8.87898,Reichelsheim Airfield,DE,s,Europe/Berlin
EDFC,49.93881,9.06278,Aschaffenburg Airfield,DE,s,Europe/Berlin
EDFD,50.30606,10.22728,Bad Neustadt/Saale-Grasberg Airfield,DE,s,Europe/Berlin
EDFE,49.96000,8.64304,Frankfurt-Egelsbach Airport,DE,m,Europe/Berlin
EDFG,50.19674,9.16706,Gelnhausen Airfield,DE,s,Europe/Berlin
EDFH,49.94635,7.26173,Frankfurt-Hahn Airport,DE,l,Europe/Berlin
EDFI,50.78778,8.39278,Hirzenhain Airfield,DE,s,Europe/Berlin
EDFJ,50.09852,9.88390,Lager Hammelburg Airfield,DE,s,Europe/Berlin
EDFK,50.21056,10.06889,Bad Kissingen Airfield,DE,s,Europe/Berlin
EDFL,50.54479,8.59275,Gießen-Lützellinden Airfield,DE,s,Europe/Berlin
EDFM,49.47306,8.51417,Mannheim-City Airport,DE,m,Europe/Berlin
EDFN,50.87444,8.81500,Marburg-Schönstadt Airfield,DE,s,Europe/Berlin
EDFO,49.67847,8.97161,Michelstadt-Odenwald Airfield,DE,s,Europe/Berlin
EDFP,50.36220,8.71164,Ober-Mörlen Airfield,DE,s,Europe/Berlin
EDFQ,51.03527,8.68100,Allendorf-Eder Airfield,DE,s,Europe/Berlin
EDFR,49.38833,10.21806,Rothenburg ob der Tauber Airfield,DE,s,Europe/Berlin
EDFS,50.01083,10.25111,Schweinfurt South Airfield,DE,s,Europe/Berlin
EDFT,50.68367,9.41170,Lauterbach Airfield,DE,s,Europe/Berlin
EDFU,49.69504,9.18236,Mainbullau Airfield,DE,s,Europe/Berlin
EDFV,49.60695,8.36833,Worms Airfield,DE,s,Europe/Berlin
EDFW,49.81778,9.89750,Würzburg-Schenkenturm Airfield,DE,s,Europe/Berlin
EDFX,49.32528,8.52861,Hockenheim Airfield,DE,s,Europe/Berlin
EDFY,50.42695,8.01111,Limburg-Elz Airfield,DE,s,Europe/Berlin
EDFZ,49.96750,8.14722,Mainz-Finthen Airfield,DE,m,Europe/Berlin
EDGA,50.59306,7.94500,Ailertchen Airfield,DE,s,Europe/Berlin
EDGB,50.67639,8.16944,Breitscheid Airfield,DE,s,Europe/Berlin
EDGE,50.99160,10.47973,Eisenach-Kindel Airport,DE,m,Europe/Berlin
EDGF,50.47528,9.44322,Fulda-Jossa Airfield,DE,s,Europe/Berlin
EDGH,49.79861,9.83667,Hettstadt Airfield,DE,s,Europe/Berlin
EDGI,49.32167,9.66306,Ingelfingen-Bühlhof Airfield,DE,s,Europe/Berlin
EDGJ,49.67361,10.07139,Ochsenfurt Airfield,DE,s,Europe/Berlin
EDGK,51.25222,8.87361,Korbach Airfield,DE,s,Europe/Berlin
EDGL,49.48651,8.38924,Ludwigshafen Accident Hospital Heliport,DE,h,Europe/Berlin
EDGM,49.39889,9.12389,Mosbach-Lohrbach Airfield,DE,s,Europe/Berlin
EDGO,49.24147,9.23436,Oedheim Heliport,DE,h,Europe/Berlin
EDGP,49.84167,8.37667,Oppenheim Airfield,DE,s,Europe/Berlin
EDGQ,51.00027,8.30914,Schameder Airfield,DE,s,Europe/Berlin
EDGR,50.56638,8.86916,Gießen-Reiskirchen Airfield,DE,s,Europe/Berlin
EDGS,50.70770,8.08297,Siegerland Airport,DE,m,Europe/Berlin
EDGT,50.79528,8.45833,Bottenhorn Airfield,DE,s,Europe/Berlin
EDGU,49.51584,9.66944,Unterschüpf Airfield,DE,s,Europe/Berlin
EDGW,51.30722,9.17528,Flugplatz „Graner Berg“,DE,s,Europe/Berlin
EDGX,49.30306,8.65889,Walldorf Airfield,DE,s,Europe/Berlin
EDGZ,49.56676,8.61145,Weinheim/Bergstraße Airfield,DE,s,Europe/Berlin
EDHB,54.24445,11.02472,Grube Airfield,DE,s,Europe/Berlin
EDHC,53.01716,11.14473,Lüchow-Rehbeck Airfield,DE,s,Europe/Berlin
EDHD,51.40755,10.14530,Eichsfeld Airfield,DE,s,Europe/Berlin
EDHE,53.64548,9.70350,Uetersen-Heist Airfield,DE,s,Europe/Berlin
EDHF,53.99201,9.57641,Itzehoe Hungriger Wolf Airfield,DE,s,Europe/Berlin
EDHG,53.24832,10.45871,Lüneburg Airfield,DE,s,Europe/Berlin
EDHI,53.53528,9.83556,Hamburg-Finkenwerder Airport,DE,m,Europe/Berlin
EDHK,54.37957,10.14527,Kiel-Holtenau Airport,DE,m,Europe/Berlin
EDHL,53.80540,10.71920,Lübeck Blankensee Airport,DE,m,Europe/Berlin
EDHM,53.91500,10.03556,Hartenholm Airfield,DE,s,Europe/Berlin
EDHN,54.07944,9.94139,Neumünster Airport,DE,s,Europe/Berlin
EDHO,53.70031,9.74212,Ahrenlohe Airfield,DE,s,Europe/Berlin
EDHS,53.56111,9.49917,Stade Airfield,DE,s,Europe/Berlin
EDHU,53.20750,9.57333,Lauenbrück Airfield,DE,s,Europe/Berlin
EDHW,53.96944,10.22167,Wahlstedt Airfield,DE,s,Europe/Berlin
EDHX,53.94280,9.90550,Bad Bramstedt Heliport,DE,h,Europe/Berlin
EDJA,47.98809,10.23825,Memmingen Allgau Airport,DE,l,Europe/Berlin
EDJG,47.85276,12.55037,Grabenstätt Airfield,DE,s,Europe/Berlin
EDKA,50.82305,6.18639,Aachen-Merzbrück Airport,DE,s,Europe/Berlin
EDKB,50.76889,7.16333,Bonn-Hangelar Airfield,DE,s,Europe/Berlin
EDKD,51.31246,7.70413,Altena-Hegenscheid Airfield,DE,s,Europe/Berlin
EDKF,51.05209,7.70683,Bergneustadt-Auf dem Dümpel Airfield,DE,s,Europe/Berlin
EDKH,50.92861,7.89917,Hünsborn Airfield,DE,s,Europe/Berlin
EDKI,50.81722,7.83056,Betzdorf-Kirchen Airfield,DE,s,Europe/Berlin
EDKL,51.01528,7.00556,Leverkusen Airfield,DE,s,Europe/Berlin
EDKM,51.30278,8.23917,Meschede-Schüren Airfield,DE,s,Europe/Berlin
EDKN,51.12417,7.37361,Wipperfürth-Neye Airfield,DE,s,Europe/Berlin
EDKO,51.40283,8.64304,Brilon-Hochsauerland Airfield,DE,s,Europe/Berlin
EDKP,51.19188,7.79098,Plettenberg-Hüinghausen Airfield,DE,s,Europe/Berlin
EDKR,51.16150,8.26067,Schmallenberg-Rennefeld Airfield,DE,s,Europe/Berlin
EDKS,51.43639,7.69972,Iserlohn-Sümmern Glider Field,DE,s,Europe/Berlin
EDKU,51.14583,7.93667,Attendorn-Finnentrop Airfield,DE,s,Europe/Berlin
EDKV,50.40611,6.53026,Dahlemer Binz Airfield,DE,s,Europe/Berlin
EDKW,51.29722,7.81833,Werdohl-Küntrop Airfield,DE,s,Europe/Berlin
EDKZ,51.09940,7.59690,Meinerzhagen Airfield,DE,s,Europe/Berlin
EDLA,51.48389,7.89833,Arnsberg-Menden Airfield,DE,s,Europe/Berlin
EDLB,51.78000,7.28806,Borkenberge Airfield,DE,s,Europe/Berlin
EDLC,51.52917,6.53611,Kamp-Lintfort Airfield,DE,s,Europe/Berlin
EDLD,51.61602,6.86126,Dinslaken-Schwarze Heide Airfield,DE,s,Europe/Berlin
EDLE,51.40230,6.93733,Essen-Mülheim Airport,DE,s,Europe/Berlin
EDLF,51.33389,6.35944,Grefrath-Niershorst Airfield,DE,s,Europe/Berlin
EDLG,51.69083,6.10417,Goch-Asperden Airfield,DE,s,Europe/Berlin
EDLH,51.68972,7.81611,Hamm-Lippewiesen Airfield,DE,s,Europe/Berlin
EDLI,51.96472,8.54444,Bielefeld Airport,DE,m,Europe/Berlin
EDLJ,51.94083,8.90472,Detmold Airfield,DE,s,Europe/Berlin
EDLK,51.38500,6.58778,Krefeld-Egelsberg Airfield,DE,s,Europe/Berlin
EDLM,51.64720,7.16333,Marl-Loemühle Airfield,DE,s,Europe/Berlin
EDLN,51.23028,6.50444,Mönchengladbach Airport,DE,m,Europe/Berlin
EDLO,51.93222,8.66167,Oerlinghausen Airfield,DE,s,Europe/Berlin
EDLP,51.61253,8.61746,Paderborn Lippstadt Airport,DE,l,Europe/Berlin
EDLQ,51.93167,8.08167,Beelen Airfield,DE,s,Europe/Berlin
EDLR,51.68833,8.77528,Paderborn-Haxterberg Airfield,DE,s,Europe/Berlin
EDLS,51.99583,6.84056,Stadtlohn-Vreden Airfield,DE,s,Europe/Berlin
EDLT,51.94474,7.77362,Münster-Telgte Airfield,DE,s,Europe/Berlin
EDLU,51.83060,8.17472,Oelde Bergeler Airfield,DE,s,Europe/Berlin
EDLV,51.60136,6.14123,Weeze (Niederrhein) Airport,DE,l,Europe/Berlin
EDLW,51.51830,7.61224,Dortmund Airport,DE,l,Europe/Berlin
EDLX,51.66278,6.59583,Wesel-Römerwardt Airfield,DE,s,Europe/Berlin
EDLY,51.85333,6.81472,Borken-Hoxfeld Airfield,DE,s,Europe/Berlin
EDLZ,51.57806,8.21472,Soest-Bad Sassendorf Airfield,DE,s,Europe/Berlin
EDMA,48.42528,10.93167,Augsburg Airport,DE,m,Europe/Berlin
EDMB,48.11236,9.76401,Biberach an der Riß Airfield,DE,s,Europe/Berlin
EDMC,48.41972,9.79833,Blaubeuren Airfield,DE,s,Europe/Berlin
EDMD,48.22868,11.42213,Dachau-Gröbenried Airfield,DE,s,Europe/Berlin
EDME,48.39611,12.72361,Eggenfelden Airfield,DE,s,Europe/Berlin
EDMF,48.51805,13.34583,Fürstenzell Airfield,DE,s,Europe/Berlin
EDMG,48.48667,10.28333,Günzburg-Donauried Airfield,DE,s,Europe/Berlin
EDMH,49.11223,10.78217,Gunzenhausen-Reutberg Airfield,DE,s,Europe/Berlin
EDMI,48.23500,10.13770,Illertissen Airfield,DE,s,Europe/Berlin
EDMJ,48.17437,11.12536,Jesenwang Airfield,DE,s,Europe/Berlin
EDMK,47.69194,10.33806,Kempten-Durach Airfield,DE,s,Europe/Berlin
EDML,48.51202,12.03486,Landshut Airfield,DE,m,Europe/Berlin
EDMN,48.10695,10.52500,Mindelheim-Mattsies Airfield,DE,s,Europe/Berlin
EDMO,48.08140,11.28310,Oberpfaffenhofen Airport,DE,m,Europe/Berlin
EDMP,48.42611,12.34528,Vilsbiburg Airfield,DE,s,Europe/Berlin
EDMQ,48.70306,10.85232,Donauwörth-Genderkingen Airfield,DE,s,Europe/Berlin
EDMR,48.04813,11.65367,Ottobrunn Heliport,DE,h,Europe/Berlin
EDMS,48.90083,12.51667,Straubing Airport,DE,s,Europe/Berlin
EDMT,48.01000,10.09861,Tannheim Airfield,DE,s,Europe/Berlin
EDMU,48.56934,10.35854,Gundelfingen Airfield,DE,s,Europe/Berlin
EDMV,48.63500,13.19556,Vilshofen Airfield,DE,s,Europe/Berlin
EDMW,48.83028,12.87972,Deggendorf Airfield,DE,s,Europe/Berlin
EDMX,48.23795,11.56542,Oberschleissheim Heliport,DE,h,Europe/Berlin
EDMY,48.27958,12.50045,Mühldorf Airfield,DE,s,Europe/Berlin
EDNA,48.26361,12.41167,Ampfing-Waldkraiburg Airfield,DE,s,Europe/Berlin
EDNB,49.12472,12.98556,Arnbruck Airfield,DE,s,Europe/Berlin
EDNC,49.02139,11.48472,Beilngries Airfield,DE,s,Europe/Berlin
EDND,49.06508,10.40352,Dinkelsbühl-Sinbronn Airfield,DE,s,Europe/Berlin
EDNE,48.34222,9.91611,Erbach Airfield,DE,s,Europe/Berlin
EDNF,48.82250,13.36750,Elsenthal Grafe Airfield,DE,s,Europe/Berlin
EDNG,48.63425,10.21648,Giengen/Brenz Airfield,DE,s,Europe/Berlin
EDNH,48.01612,10.61502,Bad Wörishofen (Nord) Airfield,DE,s,Europe/Berlin
EDNI,49.13104,11.44321,Berching Airfield,DE,s,Europe/Berlin
EDNJ,48.78194,11.21528,Neuburg-Egweil Airfield,DE,s,Europe/Berlin
EDNK,48.23833,12.97667,Kirchdorf/Inn Airfield,DE,s,Europe/Berlin
EDNL,47.85889,10.01417,Leutkirch-Unterzeil Airfield,DE,s,Europe/Berlin
EDNM,49.22250,12.29667,Nittenau-Bruck Airfield,DE,s,Europe/Berlin
EDNO,48.87056,10.50500,Nördlingen Airfield,DE,s,Europe/Berlin
EDNP,48.42028,12.86472,Pfarrkirchen Airfield,DE,s,Europe/Berlin
EDNQ,48.84806,10.33389,Bopfingen Airfield,DE,s,Europe/Berlin
EDNR,49.14194,12.08194,Regensburg-Oberhub Airfield,DE,s,Europe/Berlin
EDNS,48.17917,10.70278,Schwabmünchen Airfield,DE,s,Europe/Berlin
EDNT,48.99611,10.88417,Treuchtlingen-Bubenheim Airfield,DE,s,Europe/Berlin
EDNU,48.29000,10.44194,Thannhausen Airfield,DE,s,Europe/Berlin
EDNV,47.94611,12.20472,Vogtareuth Airfield,DE,s,Europe/Berlin
EDNW,48.28944,10.14028,Weißenhorn Airfield,DE,s,Europe/Berlin
EDNX,48.23917,11.55933,Schleissheim Airfield,DE,s,Europe/Berlin
EDNY,47.67130,9.51149,Bodensee Airport Friedrichshafen,DE,l,Europe/Berlin
EDNZ,50.13694,11.79444,Zell-Haidberg Airfield,DE,s,Europe/Berlin
EDOA,50.49730,12.37799,Auerbach Airfield,DE,s,Europe/Berlin
EDOB,50.90445,11.26028,Bad Berka Airfield,DE,s,Europe/Berlin
EDOC,52.52964,11.34942,Gardelegen Airfield,DE,s,Europe/Berlin
EDOD,51.90083,13.19444,Reinsdorf Airfield,DE,s,Europe/Berlin
EDOE,51.21389,12.36361,Böhlen Airfield,DE,s,Europe/Berlin
EDOF,51.37250,11.14139,Bad Frankenhausen Airfield,DE,s,Europe/Berlin
EDOG,51.57091,13.05164,Torgau-Beilrode Airfield,DE,s,Europe/Berlin
EDOH,50.94833,13.26167,Langhennersdorf Airfield,DE,s,Europe/Berlin
EDOI,52.66167,12.74583,Bienenfarm Airfield,DE,s,Europe/Berlin
EDOJ,52.14271,12.67144,Lüsse Airfield,DE,s,Europe/Berlin
EDOK,50.73278,11.23611,Rudolstadt-Groschwitz Airfield,DE,s,Europe/Berlin
EDOL,52.03805,11.20556,Oschersleben Glider Field,DE,s,Europe/Berlin
EDOM,51.94750,11.76972,Klein Mühlingen Airfield,DE,s,Europe/Berlin
EDON,52.61306,14.24278,Neuhardenberg Marxwalde Airfield,DE,s,Europe/Berlin
EDOQ,51.29677,13.07869,Oschatz Airfield,DE,s,Europe/Berlin
EDOR,52.74083,12.39000,Stölln-Rhinow Airfield,DE,s,Europe/Berlin
EDOS,50.66969,11.05109,Pennewitz Airfield,DE,s,Europe/Berlin
EDOT,50.64398,12.17457,Greiz-Obergrochlitz Airfield,DE,s,Europe/Berlin
EDOU,50.96509,11.39980,Weimar-Umpferstedt Airfield,DE,s,Europe/Berlin
EDOV,52.62889,11.81861,Stendal-Borstel Airfield,DE,s,Europe/Berlin
EDOW,53.56833,12.65278,Waren-Vielist Airfield,DE,s,Europe/Berlin
EDOX,51.59511,12.23791,Renneritz Airfield,DE,s,Europe/Berlin
EDOY,52.60100,13.57600,Ahrensfelde Heliport,DE,h,Europe/Berlin
EDOZ,51.99713,11.78979,Schönebeck-Zackmünde Airfield,DE,s,Europe/Berlin
EDPA,48.77778,10.26472,Aalen Heidenheim Elchingen Airfield,DE,s,Europe/Berlin
EDPB,48.56278,9.72889,Bad Ditzenbach Airfield,DE,s,Europe/Berlin
EDPC,47.92690,12.28720,Bad Endorf/Jolling Airfield,DE,s,Europe/Berlin
EDPD,48.65673,12.49879,Dingolfing Airfield,DE,s,Europe/Berlin
EDPE,48.87694,11.18222,Eichstätt Airfield,DE,s,Europe/Berlin
EDPF,49.33972,12.18806,Schwandorf Airfield,DE,s,Europe/Berlin
EDPG,48.95389,12.42139,Griesau Airfield,DE,s,Europe/Berlin
EDPH,49.26802,11.01261,Schwabach-Heidenberg Airfield,DE,s,Europe/Berlin
EDPI,48.45659,11.94162,Moosburg auf der Kippe Airfield,DE,s,Europe/Berlin
EDPJ,48.49694,9.64028,Laichingen Jakob Laur Airfield,DE,s,Europe/Berlin
EDPK,48.04778,12.50056,Schönberg Airfield,DE,s,Europe/Berlin
EDPM,48.67818,9.84591,Donzdorf Airfield,DE,s,Europe/Berlin
EDPO,49.28556,11.44306,Neumarkt-Oberpfalz Airfield,DE,s,Europe/Berlin
EDPQ,49.42944,12.09806,Schmidgaden Airfield,DE,s,Europe/Berlin
EDPR,48.70748,10.76929,Donauwörth Heliport,DE,h,Europe/Berlin
EDPS,48.68278,13.69472,Flugplatz Sonnen,DE,s,Europe/Berlin
EDPT,48.62028,10.05833,Gerstetten Airfield,DE,s,Europe/Berlin
EDPU,48.74667,10.00500,Bartholomä-Amalienhof Airfield,DE,s,Europe/Berlin
EDPW,49.06417,11.20917,Thalmässing-Waizenhofen Airfield,DE,s,Europe/Berlin
EDPY,48.96148,10.23449,Ellwangen Airfield,DE,s,Europe/Berlin
EDQA,49.92040,10.91423,Bamberg-Breitenau Airfield,DE,m,Europe/Berlin
EDQB,49.51000,10.36639,Bad Windsheim Airfield,DE,s,Europe/Berlin
EDQC,50.26250,10.99556,Coburg-Brandensteinsebene Airfield,DE,s,Europe/Berlin
EDQD,49.98500,11.64000,Bayreuth Airport,DE,m,Europe/Berlin
EDQE,49.79417,11.13361,Burg Feuerstein Airport,DE,s,Europe/Berlin
EDQF,49.36111,10.66944,Ansbach-Petersdorf Airfield,DE,s,Europe/Berlin
EDQG,49.64806,9.96639,Giebelstadt Airport,DE,s,Europe/Berlin
EDQH,49.58271,10.87834,Herzogenaurach Airfield,DE,s,Europe/Berlin
EDQI,49.60516,11.28358,Lauf-Lillinghof Airfield,DE,s,Europe/Berlin
